,Genome Name,species,antibiotic,resistance
13324,Staphylococcus aureus strain 30407_155F163,Staphylococcus aureus,trimethoprim/sulfamethoxazole,Susceptible
13326,Klebsiella pneumoniae strain Kp5168,Klebsiella pneumoniae,aztreonam,Resistant
13327,Shigella sonnei strain 196416,Shigella sonnei,cefpirome,Susceptible
13328,Shigella sonnei strain 208953,Shigella sonnei,cefotaxime,Resistant
13329,Shigella sonnei strain 203680,Shigella sonnei,ertapenem,Resistant
13330,Shigella sonnei strain 171146,Shigella sonnei,cefoxitin,Resistant
13331,Shigella sonnei strain 172465,Shigella sonnei,azithromycin,Susceptible
13332,Klebsiella pneumoniae strain Q0893,Klebsiella pneumoniae,imipenem,Resistant
13333,Shigella sonnei strain 150958,Shigella sonnei,streptomycin,Resistant
13334,Shigella sonnei strain 180542,Shigella sonnei,ceftazidime,Susceptible
13335,Klebsiella pneumoniae strain 240,Klebsiella pneumoniae,cefoxitin,Susceptible
13337,Shigella sonnei strain 149263,Shigella sonnei,gentamicin,Resistant
13338,Staphylococcus aureus strain 23/11-14 HW,Staphylococcus aureus,erythromycin,Susceptible
13339,Staphylococcus aureus strain muCC88d,Staphylococcus aureus,methicillin,Susceptible
13340,Staphylococcus aureus strain 18/1-D BHC,Staphylococcus aureus,methicillin,Susceptible
13341,Staphylococcus aureus strain NCTC13616,Staphylococcus aureus,penicillin,Resistant
13342,Shigella sonnei strain 185879,Shigella sonnei,cefpirome,Resistant
13344,Staphylococcus aureus strain NAS_OP_147,Staphylococcus aureus,methicillin,Susceptible
13345,Klebsiella pneumoniae strain MRSN613682,Klebsiella pneumoniae,ceftazidime-avibactam,Resistant
13346,Klebsiella pneumoniae strain MRSN750999,Klebsiella pneumoniae,ceftolozane-tazobactam,Susceptible
13348,Klebsiella pneumoniae strain MRSN583114,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Resistant
13350,Shigella sonnei strain 169627,Shigella sonnei,chloramphenicol,Susceptible
13351,Klebsiella pneumoniae strain KZN_INI_KINF_85,Klebsiella pneumoniae,meropenem,Susceptible
13352,Klebsiella pneumoniae strain MRSN6778,Klebsiella pneumoniae,ceftriaxone,Resistant
13354,Staphylococcus aureus strain 10112441,Staphylococcus aureus,tetracycline,Susceptible
13355,Shigella sonnei strain 155598,Shigella sonnei,cefotaxime,Susceptible
13356,Klebsiella pneumoniae strain WHC2,Klebsiella pneumoniae,aztreonam,Resistant
13357,Shigella sonnei strain 197088,Shigella sonnei,chloramphenicol,Susceptible
13358,Klebsiella pneumoniae strain WHC192,Klebsiella pneumoniae,imipenem,Susceptible
13359,Shigella sonnei strain 193412,Shigella sonnei,tetracycline,Resistant
13360,Shigella sonnei strain 179801,Shigella sonnei,ertapenem,Susceptible
13361,Klebsiella pneumoniae strain KZN_INI_KINF_29,Klebsiella pneumoniae,sulfamethoxazole,Resistant
13362,Shigella sonnei strain 166179,Shigella sonnei,cefpirome,Resistant
13363,Shigella sonnei strain 155596,Shigella sonnei,streptomycin,Susceptible
13364,Klebsiella pneumoniae strain MRSN27778,Klebsiella pneumoniae,ertapenem,Susceptible
13365,Staphylococcus aureus strain 10303344,Staphylococcus aureus,methicillin,Susceptible
13366,Shigella sonnei strain 182176,Shigella sonnei,ampicillin,Susceptible
13367,Shigella sonnei strain 166969,Shigella sonnei,nalidixic acid,Susceptible
13368,Shigella sonnei strain 190573,Shigella sonnei,gentamicin,Resistant
13370,Klebsiella pneumoniae strain MRSN5741,Klebsiella pneumoniae,piperacillin_tazobactam,Susceptible
13372,Mycobacterium tuberculosis strain OMICS/BPL/0075/19/SP,Mycobacterium tuberculosis,kanamycin,Susceptible
13373,Shigella sonnei strain 181088,Shigella sonnei,ampicillin,Resistant
13374,Klebsiella pneumoniae strain MRSN371351,Klebsiella pneumoniae,cefotaxime,Resistant
13376,Staphylococcus aureus strain NAS_AN_258,Staphylococcus aureus,clindamycin,Susceptible
13377,Klebsiella pneumoniae strain 239,Klebsiella pneumoniae,tobramycin,Susceptible
13378,Staphylococcus aureus strain 23/11-13 HW,Staphylococcus aureus,penicillin,Susceptible
13380,Shigella sonnei strain 183648,Shigella sonnei,streptomycin,Resistant
13381,Shigella sonnei strain 20041367_1361369,Shigella sonnei,sulfonamides,Susceptible
13382,Shigella sonnei strain 182176,Shigella sonnei,cefpirome,Susceptible
13383,Mycobacterium tuberculosis strain OMICS/BPL/0054/19/SP,Mycobacterium tuberculosis,capreomycin,Susceptible
13384,Shigella sonnei strain 155588,Shigella sonnei,tobramycin,Resistant
13385,Shigella sonnei strain 152507,Shigella sonnei,streptomycin,Resistant
13386,Klebsiella pneumoniae strain MRSN511348,Klebsiella pneumoniae,tigecycline,Susceptible
13387,Klebsiella pneumoniae strain 11262 strain CVUAS 11262,Klebsiella pneumoniae,levofloxacin,Susceptible
13388,Shigella sonnei strain 183660,Shigella sonnei,nalidixic acid,Susceptible
13389,Klebsiella pneumoniae strain KP18-8,Klebsiella pneumoniae,cefepime,Susceptible
13391,Klebsiella pneumoniae strain P30-63,Klebsiella pneumoniae,ertapenem,Susceptible
13392,Shigella sonnei strain 186593,Shigella sonnei,ampicillin,Susceptible
13393,Klebsiella pneumoniae strain MRSN750877,Klebsiella pneumoniae,piperacillin-tazobactam,Susceptible
13394,Staphylococcus aureus strain 99634_3,Staphylococcus aureus,trimethoprim_sulfamethoxazole,Susceptible
13395,Shigella sonnei strain 197095,Shigella sonnei,cefpirome,Susceptible
13396,Klebsiella pneumoniae strain WHC161,Klebsiella pneumoniae,tetracycline,Susceptible
13397,Klebsiella pneumoniae strain MRSN516635,Klebsiella pneumoniae,cefotaxime,Resistant
13398,Shigella sonnei strain 175548,Shigella sonnei,cefoxitin,Susceptible
13399,Klebsiella pneumoniae strain MRSN13726,Klebsiella pneumoniae,ceftolozane-tazobactam,Susceptible
13400,Shigella sonnei strain 183758,Shigella sonnei,ertapenem,Resistant
13401,Shigella sonnei strain 197093,Shigella sonnei,ampicillin,Susceptible
13402,Klebsiella pneumoniae strain MRSN515247,Klebsiella pneumoniae,aztreonam,Susceptible
13403,Shigella sonnei strain 158948,Shigella sonnei,amikacin,Resistant
13404,Pseudomonas aeruginosa strain GZ18-2,Pseudomonas aeruginosa,levofloxacin,Resistant
13405,Shigella sonnei strain 203678,Shigella sonnei,streptomycin,Resistant
13406,Streptococcus pneumoniae strain S495,Streptococcus pneumoniae,tetracycline,Susceptible
13408,Staphylococcus aureus strain 21/11-5 LC,Staphylococcus aureus,trimethoprim/sulfamethoxazole,Susceptible
13409,Klebsiella pneumoniae strain MRSN479404,Klebsiella pneumoniae,ciprofloxacin,Susceptible
13410,Shigella sonnei strain 173528,Shigella sonnei,azithromycin,Resistant
13411,Shigella sonnei strain 176302,Shigella sonnei,chloramphenicol,Susceptible
13413,Mycobacterium tuberculosis strain 396,Mycobacterium tuberculosis,amikacin,Susceptible
13415,Staphylococcus aureus strain SP82a,Staphylococcus aureus,erythromycin,Susceptible
13416,Shigella sonnei strain 196416,Shigella sonnei,cefotaxime,Susceptible
13418,Staphylococcus aureus strain 78528_2,Staphylococcus aureus,tetracycline,Susceptible
13419,Shigella sonnei strain 176303,Shigella sonnei,amikacin,Susceptible
13420,Staphylococcus aureus strain NCTC9614,Staphylococcus aureus,methicillin,Susceptible
13421,Klebsiella pneumoniae strain KZN_INI_KINF_90,Klebsiella pneumoniae,ertapenem,Susceptible
13422,Shigella sonnei strain 178631,Shigella sonnei,cefpirome,Susceptible
13423,Shigella sonnei strain 198256,Shigella sonnei,trimethoprim,Resistant
13424,Shigella sonnei strain 206716,Shigella sonnei,ciprofloxacin,Susceptible
13425,Klebsiella pneumoniae strain MRSN699654,Klebsiella pneumoniae,cefotetan,Susceptible
13426,Shigella sonnei strain 154837,Shigella sonnei,gentamicin,Resistant
13427,Klebsiella pneumoniae strain MRSN6778,Klebsiella pneumoniae,moxifloxacin,Susceptible
13428,Shigella sonnei strain 195615,Shigella sonnei,ampicillin,Susceptible
13429,Klebsiella pneumoniae strain MRSN1912,Klebsiella pneumoniae,ceftriaxone,Susceptible
13430,Klebsiella pneumoniae strain PN110,Klebsiella pneumoniae,levofloxacin,Susceptible
13431,Staphylococcus aureus strain 21608872,Staphylococcus aureus,gentamicin,Susceptible
13432,Shigella sonnei strain 149257,Shigella sonnei,temocillin,Susceptible
13433,Klebsiella pneumoniae strain P30-60,Klebsiella pneumoniae,cefepime,Resistant
13434,Klebsiella pneumoniae strain Y11,Klebsiella pneumoniae,ertapenem,Susceptible
13435,Streptococcus pneumoniae strain SCAID PHRX1-2021,Streptococcus pneumoniae,azithromycin,Susceptible
13436,Shigella sonnei strain 164675,Shigella sonnei,chloramphenicol,Susceptible
13437,Staphylococcus aureus strain 30408_155F165,Staphylococcus aureus,tetracycline,Susceptible
13438,Klebsiella pneumoniae strain KP18-2172,Klebsiella pneumoniae,aztreonam,Susceptible
13439,Shigella sonnei strain 170445,Shigella sonnei,tetracycline,Resistant
13440,Klebsiella pneumoniae strain MRSN681054,Klebsiella pneumoniae,ertapenem,Resistant
13441,Klebsiella pneumoniae strain BK-167,Klebsiella pneumoniae,amikacin,Susceptible
13442,Shigella sonnei strain 155588,Shigella sonnei,cefpirome,Resistant
13443,Shigella sonnei strain 193378,Shigella sonnei,temocillin,Susceptible
13444,Klebsiella pneumoniae strain MRSN676980,Klebsiella pneumoniae,cefuroxime,Susceptible
13445,Shigella sonnei strain 208955,Shigella sonnei,chloramphenicol,Susceptible
13446,Klebsiella pneumoniae strain M-4,Klebsiella pneumoniae,imipenem,Susceptible
13447,Shigella sonnei strain 169627,Shigella sonnei,azithromycin,Resistant
13448,Klebsiella pneumoniae strain KE2658,Klebsiella pneumoniae,tobramycin,Resistant
13450,Klebsiella pneumoniae strain WHC161,Klebsiella pneumoniae,cefepime,Susceptible
13452,Klebsiella pneumoniae strain E14_15_42Sa,Klebsiella pneumoniae,meropenem,Susceptible
13453,Shigella sonnei strain 195774,Shigella sonnei,ertapenem,Susceptible
13454,Klebsiella pneumoniae strain MRSN19073,Klebsiella pneumoniae,levofloxacin,Susceptible
13455,Staphylococcus aureus strain GHA/LAMRSA/2016/24,Staphylococcus aureus,erythromycin,Susceptible
13456,Streptococcus pneumoniae strain PP5,Streptococcus pneumoniae,chloramphenicol,Susceptible
13457,Staphylococcus aureus strain HL25870,Staphylococcus aureus,gentamicin,Susceptible
13458,Klebsiella pneumoniae strain K54_1,Klebsiella pneumoniae,levofloxacin,Susceptible
13459,Staphylococcus aureus strain 27/4-11 BHC,Staphylococcus aureus,methicillin,Susceptible
13460,Klebsiella pneumoniae strain KP18-238,Klebsiella pneumoniae,tobramycin,Susceptible
13461,Mycobacterium tuberculosis variant microti strain Mycobacterium microti ATCC 35782,Mycobacterium tuberculosis,kanamycin,Susceptible
13462,Staphylococcus aureus strain DIP,Staphylococcus aureus,methicillin,Susceptible
13463,Klebsiella pneumoniae strain MRSN28887,Klebsiella pneumoniae,gentamicin,Susceptible
13464,Staphylococcus aureus strain 30407_155F163,Staphylococcus aureus,erythromycin,Susceptible
13465,Staphylococcus aureus strain HL24830,Staphylococcus aureus,erythromycin,Susceptible
13466,Staphylococcus aureus strain 30412_155F202,Staphylococcus aureus,penicillin,Susceptible
13467,Staphylococcus aureus strain 27186_155F131,Staphylococcus aureus,penicillin,Susceptible
13468,Klebsiella pneumoniae subsp. pneumoniae strain RTE-E3,Klebsiella pneumoniae,piperacillin_tazobactam,Susceptible
13470,Staphylococcus aureus strain MR48,Staphylococcus aureus,ciprofloxacin,Resistant
13471,Shigella sonnei strain 188380,Shigella sonnei,amikacin,Resistant
13472,Shigella sonnei strain 149200,Shigella sonnei,ceftazidime,Susceptible
13473,Shigella sonnei strain 154832,Shigella sonnei,amikacin,Resistant
13474,Klebsiella pneumoniae strain MRSN518712,Klebsiella pneumoniae,cefpodoxime,Resistant
13475,Shigella sonnei strain 174706,Shigella sonnei,ceftazidime,Susceptible
13476,Shigella sonnei strain 183741,Shigella sonnei,cefpirome,Susceptible
13477,Shigella sonnei strain 178628,Shigella sonnei,trimethoprim,Resistant
13478,Klebsiella pneumoniae strain PN77,Klebsiella pneumoniae,amikacin,Susceptible
13479,Shigella sonnei strain 168532,Shigella sonnei,cefotaxime,Susceptible
13480,Klebsiella pneumoniae strain E14_15_42Sa,Klebsiella pneumoniae,piperacillin/tazobactam,Susceptible
13481,Staphylococcus epidermidis strain SCAID OTT1-2021 (597) strain SCAID OTT1-2021 (597) strain SCAID OTT1-2021 (597),Staphylococcus epidermidis,amoxicillin,Resistant
13482,Klebsiella pneumoniae strain MRSN7076,Klebsiella pneumoniae,ampicillin,Resistant
13483,Shigella sonnei strain 189256,Shigella sonnei,cefpirome,Susceptible
13484,Shigella sonnei strain 166180,Shigella sonnei,tetracycline,Resistant
13485,Staphylococcus aureus strain 71532_cf3,Staphylococcus aureus,erythromycin,Susceptible
13486,Klebsiella pneumoniae strain WHC161,Klebsiella pneumoniae,aztreonam,Susceptible
13487,Staphylococcus aureus strain GHA/LAMRSA/2016/4,Staphylococcus aureus,penicillin,Susceptible
13488,Shigella sonnei strain 149258,Shigella sonnei,sulfonamides,Resistant
13489,Staphylococcus aureus strain MR56,Staphylococcus aureus,penicillin,Resistant
13490,Klebsiella pneumoniae strain MRSN515247,Klebsiella pneumoniae,meropenem,Resistant
13492,Shigella sonnei strain 187589,Shigella sonnei,cefotaxime,Susceptible
13493,Mycobacterium tuberculosis strain OMICS/BPL/0081/19/SP,Mycobacterium tuberculosis,amikacin,Susceptible
13494,Shigella sonnei strain 168324,Shigella sonnei,amikacin,Resistant
13495,Shigella sonnei strain 149265,Shigella sonnei,ceftazidime,Susceptible
13496,Klebsiella pneumoniae strain KP18-238,Klebsiella pneumoniae,meropenem,Resistant
13497,Klebsiella pneumoniae strain MRSN526410,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Resistant
13498,Shigella sonnei strain 149264,Shigella sonnei,tetracycline,Resistant
13499,Klebsiella pneumoniae strain 11-0910 strain not applicable,Klebsiella pneumoniae,amikacin,Susceptible
13500,Staphylococcus aureus strain GHA/LAMRSA/2016/5,Staphylococcus aureus,methicillin,Susceptible
13502,Klebsiella pneumoniae strain WHC161,Klebsiella pneumoniae,imipenem,Susceptible
13503,Klebsiella pneumoniae strain PN97,Klebsiella pneumoniae,ciprofloxacin,Susceptible
13504,Shigella sonnei strain 158934,Shigella sonnei,sulfonamides,Resistant
13505,Klebsiella pneumoniae strain MRSN410359,Klebsiella pneumoniae,cefepime,Resistant
13506,Shigella sonnei strain 190572,Shigella sonnei,ciprofloxacin,Susceptible
13507,Klebsiella pneumoniae strain MRSN572640,Klebsiella pneumoniae,ampicillin-sulbactam,Resistant
13509,Shigella sonnei strain 207511,Shigella sonnei,amikacin,Resistant
13510,Shigella sonnei strain 154831,Shigella sonnei,nalidixic acid,Susceptible
13512,Staphylococcus aureus strain 27184_155F92,Staphylococcus aureus,methicillin,Susceptible
13513,Klebsiella pneumoniae strain MRSN526410,Klebsiella pneumoniae,ceftazidime-avibactam,Susceptible
13514,Klebsiella pneumoniae strain MRSN572640,Klebsiella pneumoniae,ceftazidime-avibactam,Susceptible
13516,Staphylococcus aureus strain 30411_155F73,Staphylococcus aureus,ciprofloxacin,Susceptible
13517,Staphylococcus aureus strain SS2,Staphylococcus aureus,penicillin,Resistant
13519,Klebsiella pneumoniae strain MRSN22232,Klebsiella pneumoniae,levofloxacin,Susceptible
13521,Shigella sonnei strain 155590,Shigella sonnei,sulfonamides,Resistant
13522,Shigella sonnei strain 182137,Shigella sonnei,ciprofloxacin,Susceptible
13524,Shigella sonnei strain 184493,Shigella sonnei,nalidixic acid,Susceptible
13525,Klebsiella pneumoniae strain C14_9476Ph,Klebsiella pneumoniae,tetracycline,Resistant
13526,Escherichia coli 291,Escherichia coli,ampicillin,Resistant
13527,Klebsiella pneumoniae strain Kp5168,Klebsiella pneumoniae,trimethoprim/sulfamethoxazole,Resistant
13529,Shigella sonnei strain 182836,Shigella sonnei,ertapenem,Susceptible
13530,Shigella sonnei strain 181086,Shigella sonnei,ampicillin,Resistant
13532,Klebsiella pneumoniae strain KCJ2K2161,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Resistant
13533,Staphylococcus aureus strain 27174_54M3289Y2,Staphylococcus aureus,clindamycin,Susceptible
13534,Klebsiella pneumoniae strain MRSN669510,Klebsiella pneumoniae,ertapenem,Susceptible
13535,Klebsiella pneumoniae strain KP18-238,Klebsiella pneumoniae,tetracycline,Susceptible
13536,Klebsiella pneumoniae strain MRSN27106,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,Susceptible
13539,Klebsiella pneumoniae strain MRSN526410,Klebsiella pneumoniae,ertapenem,Resistant
13540,Shigella sonnei strain 168324,Shigella sonnei,tetracycline,Resistant
13541,Staphylococcus aureus strain 27208_175TM674,Staphylococcus aureus,clindamycin,Susceptible
13542,Shigella sonnei strain 180793,Shigella sonnei,ceftazidime,Susceptible
13544,Staphylococcus aureus strain 12493-14-2,Staphylococcus aureus,trimethoprim_sulfamethoxazole,Susceptible
13545,Shigella sonnei strain 198257,Shigella sonnei,cefotaxime,Susceptible
13546,Klebsiella pneumoniae strain KP18-2050,Klebsiella pneumoniae,aztreonam,Susceptible
13547,Klebsiella pneumoniae strain MRSN15937,Klebsiella pneumoniae,ampicillin-sulbactam,Resistant
13548,Shigella sonnei strain 203677,Shigella sonnei,tobramycin,Resistant
13549,Shigella sonnei strain 185938,Shigella sonnei,sulfonamides,Resistant
13550,Klebsiella pneumoniae strain MRSN27106,Klebsiella pneumoniae,nitrofurantoin,Susceptible
13551,Shigella sonnei strain 173529,Shigella sonnei,streptomycin,Resistant
13552,Shigella sonnei strain 190609,Shigella sonnei,gentamicin,Resistant
13553,Klebsiella pneumoniae subsp. pneumoniae strain NCTC7761,Klebsiella pneumoniae,tobramycin,Susceptible
13555,Shigella sonnei strain 155596,Shigella sonnei,chloramphenicol,Susceptible
13556,Klebsiella pneumoniae strain PN97,Klebsiella pneumoniae,tobramycin,Susceptible
13558,Staphylococcus aureus strain 12493-14-2,Staphylococcus aureus,penicillin,Resistant
13559,Mycobacterium tuberculosis strain OMICS/BPL/0020/19/SP,Mycobacterium tuberculosis,ofloxacin,Susceptible
13560,Staphylococcus aureus strain 78528_3,Staphylococcus aureus,clindamycin,Susceptible
13561,Shigella sonnei strain 191891,Shigella sonnei,cefotaxime,Resistant
13562,Staphylococcus aureus strain 73078_7,Staphylococcus aureus,methicillin,Susceptible
13563,Klebsiella pneumoniae strain GF20B,Klebsiella pneumoniae,amikacin,Resistant
13564,Shigella sonnei strain 229,Shigella sonnei,trimethoprim/sulfamethoxazole,Resistant
13565,Klebsiella pneumoniae strain MRSN368320,Klebsiella pneumoniae,cefotetan,Resistant
13566,Klebsiella pneumoniae strain 2-1,Klebsiella pneumoniae,levofloxacin,Resistant
13567,Klebsiella pneumoniae strain 11-0910 strain not applicable,Klebsiella pneumoniae,tobramycin,Susceptible
13568,Klebsiella pneumoniae strain Q0897,Klebsiella pneumoniae,levofloxacin,Resistant
13570,Klebsiella pneumoniae strain MRSN21352,Klebsiella pneumoniae,gentamicin,Susceptible
13571,Klebsiella pneumoniae strain MRSN27778,Klebsiella pneumoniae,amikacin,Resistant
